DATA;REDE;DESCRIÇÃO LOCAL;DESCRIÇÃO ITEM;TOTAL DE VENDAS;Outubro_2024;Novembro_2024;BlackFriday_2024;Dezembro_2024;Natal_2024;Outubro_2025;Novembro_2025;BlackFriday_2025;Dezembro_2025;Natal_2025;DESCRIÇÃO LOCAL;PROMOTOR RESPONSAVEL;MPDV DO LOCAL
30/11/2024;FAST SHOP;LOJA 1719;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1719;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
17/12/2024;FAST SHOP;LOJA 1719;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
12/10/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
20/11/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
21/11/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1719;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
02/10/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
03/10/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
06/10/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
18/10/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
15/12/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
16/12/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1719;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
12/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 11™ - GRAFITE;2;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 11™ - GRAFITE;2;;;;;;;;;;;;;
23/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 11™ - GRAFITE;0;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1721;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;2;;;;;;;;;;;;;
11/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;3;;;;;;;;;;;;;
17/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;0;;;;;;;;;;;;;
21/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;3;;;;;;;;;;;;;
26/12/2025;FAST SHOP;LOJA 1721;ECHO STUDIO (2ª GERAÇÃO)™ - GRAFITE;2;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
04/12/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
18/12/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
22/10/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;1;;;;;;;;;;;;;
07/11/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;1;;;;;;;;;;;;;
11/11/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;2;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1721;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
10/10/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
11/10/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
25/10/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
26/10/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
28/10/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
02/12/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
07/12/2025;FAST SHOP;LOJA 1721;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
06/10/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;2;;;;;;;;;;;;;
16/10/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;2;;;;;;;;;;;;;
16/11/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;3;;;;;;;;;;;;;
22/11/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;1;;;;;;;;;;;;;
04/12/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;1;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;1;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;1;;;;;;;;;;;;;
24/12/2024;FAST SHOP;LOJA 1721;FIRETV STICK HD™;1;;;;;;;;;;;;;
12/10/2025;FAST SHOP;LOJA 1721;FIRETV STICK HD™;2;;;;;;;;;;;;;
02/11/2025;FAST SHOP;LOJA 1721;FIRETV STICK HD™;3;;;;;;;;;;;;;
17/11/2025;FAST SHOP;LOJA 1721;FIRETV STICK HD™;0;;;;;;;;;;;;;
10/12/2025;FAST SHOP;LOJA 1721;FIRETV STICK HD™;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
19/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
30/11/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
17/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
20/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
11/10/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
03/10/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
17/10/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
22/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
24/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
06/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
09/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
27/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
09/10/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
25/10/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/11/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
16/11/2025;FAST SHOP;LOJA 1721;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - BRANCO;1;;;;;;;;;;;;;
02/10/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - BRANCO;0;;;;;;;;;;;;;
06/10/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
24/10/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
30/10/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
15/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
17/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
13/10/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
24/10/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
18/11/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
30/11/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
07/12/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
10/12/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
30/12/2025;FAST SHOP;LOJA 1721;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
11/10/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
09/11/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
16/12/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
11/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
12/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
17/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
18/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
05/11/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
09/11/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
14/11/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
04/12/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
16/12/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;1;;;;;;;;;;;;;
23/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
28/10/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;1;;;;;;;;;;;;;
02/11/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
11/11/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;1;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;0;;;;;;;;;;;;;
15/12/2025;FAST SHOP;LOJA 1721;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
20/12/2025;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
05/10/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
25/10/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
30/10/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/11/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
06/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
10/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
12/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
17/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
25/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
26/12/2024;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
12/10/2025;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
15/10/2025;FAST SHOP;LOJA 1721;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
15/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
17/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
30/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
18/12/2025;FAST SHOP;LOJA 1721;ECHO DOT MAX™ (1ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/12/2025;FAST SHOP;LOJA 1723;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;0;;;;;;;;;;;;;
20/12/2025;FAST SHOP;LOJA 1723;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1723;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
16/11/2025;FAST SHOP;LOJA 1723;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;3;;;;;;;;;;;;;
20/12/2025;FAST SHOP;LOJA 1723;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
13/10/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
27/10/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
29/10/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
12/11/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
15/11/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
20/11/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
24/11/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
10/12/2025;FAST SHOP;LOJA 1723;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
02/10/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;0;;;;;;;;;;;;;
29/10/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;2;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;2;;;;;;;;;;;;;
11/11/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;0;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;1;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1723;FIRETV STICK HD™;1;;;;;;;;;;;;;
17/10/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;2;;;;;;;;;;;;;
29/10/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;1;;;;;;;;;;;;;
31/10/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;0;;;;;;;;;;;;;
17/11/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;2;;;;;;;;;;;;;
06/12/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;0;;;;;;;;;;;;;
19/12/2025;FAST SHOP;LOJA 1723;FIRETV STICK HD™;2;;;;;;;;;;;;;
02/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
01/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
10/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
12/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
17/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
09/10/2025;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
17/10/2025;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
09/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
10/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
20/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
02/10/2025;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
03/10/2025;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
16/12/2025;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
03/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
04/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
30/10/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
04/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
07/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
08/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
03/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1723;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
